Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Toyota,Camry,2007,Saudi,Golden,Standard,2.5,Gas,Manual,192000,Riyadh,20000,False
Mercedes,SEL,1995,Other,Black,Semi Full,3.0,Gas,Automatic,252611,Aseer,10000,False
Toyota,Hilux,2021,Saudi,White,Full,2.4,Diesel,Automatic,4000,Riyadh,158500,False
GMC,Yukon,2011,Saudi,White,Full,5.3,Gas,Automatic,342000,Riyadh,55000,False
Chevrolet,Tahoe,2008,Saudi,Black,Semi Full,5.7,Gas,Automatic,330000,Riyadh,27000,False
Chevrolet,Tahoe,2008,Saudi,Black,Semi Full,5.7,Gas,Automatic,3300000,Riyadh,27000,False
Hyundai,Sonata,2018,Gulf Arabic,Grey,Full,2.0,Gas,Automatic,79000,Tabouk,36000,False
Lexus,ES,2015,Saudi,Black,Full,3.6,Gas,Automatic,232000,Yanbu,90000,False
Kia,Rio,2016,Saudi,Grey,Semi Full,1.4,Gas,Automatic,138000,Jeddah,30000,False
BMW,The 6,2014,Saudi,Grey,Full,3.0,Gas,Automatic,206000,Khobar,98000,False
Ford,Marquis,2011,Other,Bronze,Semi Full,4.6,Gas,Automatic,300000,Riyadh,22000,False
Ford,Marquis,2006,Other,Silver,Full,4.6,Gas,Automatic,300,Jeddah,0,True
Toyota,FJ,2016,Saudi,White,Semi Full,4.6,Gas,Automatic,272,Hail,85000,False
Mercedes,SL,2017,Saudi,Grey,Full,4.7,Gas,Automatic,29000,Dammam,280000,False
Mercedes,E,2016,Other,Silver,Full,2.0,Gas,Automatic,93000,Makkah,117000,False
Chevrolet,Impala,2015,Saudi,Navy,Full,3.5,Gas,Automatic,200007,Jeddah,45000,False
Land Rover,Range Rover,2019,Saudi,Another Color,Full,3.5,Gas,Automatic,38000,Dammam,375000,False
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,93239,Riyadh,40500,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,33487,Riyadh,40500,False
Kia,Rio,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,66148,Jeddah,40500,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,49498,Riyadh,40500,False
Toyota,Land Cruiser,2008,Gulf Arabic,White,Semi Full,4.6,Gas,Manual,260,Abha,0,True
Toyota,Hilux,2013,Saudi,White,Full,2.7,Gas,Manual,186,Al-Namas,70000,False
Chevrolet,Malibu,2010,Saudi,Navy,Full,3.6,Gas,Automatic,26000,Riyadh,17000,False
Ford,Marquis,2011,Saudi,Golden,Full,4.6,Gas,Automatic,114000,Riyadh,48000,False
Isuzu,Dyna,2008,Saudi,White,Semi Full,3.0,Diesel,Manual,800,Jeddah,0,True
Toyota,Land Cruiser,2013,Gulf Arabic,White,Semi Full,4.5,Gas,Automatic,600,Riyadh,0,True
Mazda,6,2019,Saudi,White,Semi Full,2.5,Gas,Automatic,92000,Qassim,70000,False
Toyota,Corolla,2014,Saudi,White,Standard,2.0,Gas,Manual,276,Riyadh,23900,False
Toyota,Hilux,2021,Saudi,White,Standard,1.0,Gas,Automatic,4000,Riyadh,0,True
Nissan,Pathfinder,2006,Saudi,Blue,Semi Full,3.5,Gas,Automatic,300000,Riyadh,13000,False
HAVAL,H2,2020,Saudi,Blue,Full,1.5,Gas,Automatic,15000,Qassim,49000,False
Ford,Focus,2014,Gulf Arabic,Blue,Standard,1.6,Gas,Automatic,98000,Khobar,23000,False
Mitsubishi,Nativa,2011,Saudi,Silver,Semi Full,1.5,Gas,Automatic,170000,Riyadh,0,True
Nissan,Patrol,2016,Saudi,White,Semi Full,5.6,Gas,Automatic,145000,Qassim,128000,False
Toyota,Land Cruiser,2002,Saudi,Bronze,Standard,2.5,Gas,Automatic,330,Riyadh,0,True
Hyundai,Elantra,2020,Saudi,Silver,Semi Full,2.0,Gas,Automatic,47000,Riyadh,1221,False
Toyota,Ciocca,2013,Saudi,White,Semi Full,5.7,Gas,Automatic,235000,Al-Ahsa,85000,False
Kia,Sportage,2016,Saudi,Silver,Semi Full,2.0,Gas,Automatic,180000,Al-Ahsa,0,True
Nissan,Sunny,2000,Gulf Arabic,Oily,Standard,1.3,Gas,Manual,120000,Qassim,7000,False
GMC,Sierra,2017,Saudi,Silver,Full,5.3,Gas,Automatic,245000,Dammam,0,True
Ford,Taurus,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,34000,Qassim,85000,False
GMC,Sierra,2020,Saudi,Grey,Semi Full,5.3,Gas,Automatic,91000,Qassim,135000,False
GMC,Yukon,2005,Saudi,Grey,Full,6.0,Gas,Automatic,600000,Riyadh,15500,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,55893,Riyadh,40500,False
Hyundai,Elantra,2018,Saudi,White,Standard,1.6,Gas,Automatic,120377,Riyadh,42000,False
Hyundai,Accent,2020,Saudi,Silver,Standard,1.4,Gas,Automatic,19717,Riyadh,41500,False
Renault,Talisman,2017,Saudi,Grey,Standard,2.0,Gas,Automatic,80151,Riyadh,41500,False
Chevrolet,Caprice,2009,Other,Silver,Semi Full,6.0,Gas,Automatic,406120,Jeddah,0,True
Mercedes,CL,1998,Other,Black,Full,5.0,Gas,Automatic,50000,Riyadh,0,True
Toyota,Camry,2002,Saudi,Grey,Full,1.0,Gas,Manual,200,Jeddah,0,True
Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,83000,Jubail,76000,False
Hyundai,Sonata,2018,Saudi,Bronze,Standard,2.4,Gas,Automatic,200000,Aseer,1342,False
Kia,Sportage,2014,Saudi,Grey,Full,2.4,Gas,Automatic,140000,Dammam,45000,False
Toyota,Cressida,1996,Saudi,White,Standard,2.4,Gas,Manual,300000,Abha,0,True
Mitsubishi,Pajero,2016,Gulf Arabic,Grey,Full,3.8,Gas,Automatic,205000,Riyadh,60000,False
Mercedes,SEL,1991,Other,Black,Full,5.5,Gas,Automatic,160000,Riyadh,0,True
Hyundai,Elantra,2017,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,51000,Jeddah,42000,False
Lexus,ES,2009,Saudi,White,Full,6.0,Gas,Automatic,248000,Makkah,0,True
Hyundai,Sonata,2018,Saudi,Brown,Standard,2.4,Gas,Automatic,152000,Al-Medina,1312,False
Nissan,Patrol,2016,Saudi,White,Full,4.0,Gas,Automatic,196,Najran,0,True
BMW,The 7,2012,Saudi,Silver,Semi Full,2.0,Gas,Automatic,100000,Jeddah,0,True
Ford,Victoria,2002,Saudi,Oily,Standard,4.6,Gas,Automatic,368000,Aseer,10000,False
Toyota,Hilux,2014,Saudi,White,Standard,1.0,Gas,Manual,160,Jazan,50000,False
Toyota,Innova,2014,Saudi,Blue,Standard,2.7,Gas,Automatic,123000,Dammam,33000,False
Chevrolet,Suburban,2017,Other,Grey,Full,5.3,Gas,Automatic,153000,Riyadh,162000,False
Hyundai,Senta fe,2016,Saudi,White,Standard,3.3,Gas,Automatic,199,Riyadh,1576,False
Hyundai,H1,2012,Saudi,Grey,Full,2.4,Gas,Automatic,240,Al-Jouf,25000,False
Ford,Mustang,2016,Other,Red,Semi Full,3.7,Gas,Automatic,79000,Riyadh,98000,False
Toyota,FJ,2020,Gulf Arabic,White,Full,4.0,Gas,Automatic,22300,Riyadh,132000,False
Hyundai,Sonata,2016,Saudi,White,Standard,2.4,Gas,Automatic,10600,Makkah,33000,False
Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,94484,Riyadh,41500,False
Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,86487,Riyadh,41500,False
Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,86213,Riyadh,41500,False
Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,88799,Riyadh,41500,False
Mitsubishi,Pajero,2016,Saudi,White,Full,3.8,Gas,Automatic,146000,Jeddah,63000,False
Peugeot,5008,2012,Saudi,Red,Standard,1.6,Gas,Automatic,12000,Riyadh,27000,False
Mazda,CX3,2020,Saudi,Blue,Standard,2.0,Gas,Automatic,14501,Riyadh,0,True
Hyundai,H1,2017,Saudi,White,Standard,2.0,Gas,Automatic,209631,Riyadh,0,True
Nissan,Patrol,2017,Saudi,White,Full,4.0,Gas,Automatic,31538,Riyadh,0,True
Toyota,FJ,2020,Saudi,Blue,Full,4.0,Gas,Automatic,49000,Riyadh,0,True
Genesis,Platinum,2017,Saudi,White,Full,3.8,Gas,Automatic,87000,Riyadh,0,True
BMW,The 7,2004,Saudi,Black,Full,6.6,Gas,Automatic,70000,Riyadh,49000,False
Toyota,FJ,2017,Saudi,Black,Full,4.0,Gas,Automatic,136000,Riyadh,0,True
Nissan,Pathfinder,2019,Saudi,Grey,Full,3.5,Gas,Automatic,70500,Riyadh,0,True
Mercedes,G,2012,Saudi,Red,Full,4.0,Gas,Automatic,130000,Riyadh,0,True
Toyota,Hilux,2020,Saudi,White,Semi Full,2.7,Gas,Manual,56748,Riyadh,0,True
Nissan,Datsun,2016,Saudi,White,Semi Full,2.4,Gas,Automatic,109217,Riyadh,0,True
Nissan,Pathfinder,2020,Saudi,Another Color,Standard,3.5,Gas,Automatic,7000,Riyadh,0,True
Mercedes,S,2009,Saudi,White,Full,5.0,Gas,Automatic,76500,Riyadh,0,True
Toyota,Furniture,2018,Saudi,Grey,Full,4.0,Gas,Automatic,109000,Riyadh,0,True
Toyota,Land Cruiser,2020,Saudi,Black,Full,5.7,Gas,Automatic,22000,Riyadh,0,True
Genesis,G80,2018,Saudi,Grey,Full,5.0,Gas,Automatic,91000,Riyadh,0,True
Lexus,ES,2019,Saudi,White,Standard,2.5,Hybrid,Automatic,30000,Riyadh,0,True
Toyota,Avalon,2020,Saudi,Brown,Full,3.5,Gas,Automatic,31124,Riyadh,0,True
Ford,Victoria,2011,Saudi,Another Color,Full,4.6,Gas,Automatic,72394,Riyadh,0,True
Lexus,LS,2011,Saudi,Grey,Full,4.6,Gas,Automatic,149000,Riyadh,0,True
Kia,Cadenza,2017,Saudi,Grey,Full,3.5,Gas,Automatic,60314,Riyadh,0,True
Kia,Carnival,2015,Saudi,Silver,Standard,3.3,Gas,Automatic,90000,Riyadh,0,True
Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,85175,Riyadh,41500,False
Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,91782,Riyadh,41500,False
Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,104330,Riyadh,41500,False
Mitsubishi,Pajero,2012,Saudi,Silver,Standard,3.5,Gas,Automatic,65173,Riyadh,41500,False
Toyota,Hilux,2009,Saudi,White,Semi Full,2.7,Gas,Manual,300,Jeddah,0,True
Toyota,Cressida,1986,Saudi,White,Semi Full,4.5,Gas,Manual,480000,Aseer,0,True
Jeep,Grand Cherokee,2013,Other,Another Color,Full,6.4,Gas,Automatic,118000,Riyadh,90000,False
Ford,Expedition,2010,Saudi,White,Semi Full,5.4,Gas,Automatic,2930000,Riyadh,30000,False
Honda,Accord,2002,Saudi,Navy,Semi Full,1.5,Gas,Automatic,500000,Jeddah,0,True
Lexus,RX,2002,Gulf Arabic,White,Full,3.5,Gas,Automatic,333,Jeddah,0,True
Toyota,Land Cruiser Pickup,2015,Gulf Arabic,Another Color,Semi Full,4.0,Gas,Manual,232,Qassim,65000,False
Mitsubishi,Pajero,2017,Gulf Arabic,White,Standard,3.5,Gas,Automatic,152000,Qassim,0,True
GMC,Sierra,2021,Saudi,Black,Full,5.3,Gas,Automatic,2000,Khobar,190000,False
GMC,Sierra,2021,Saudi,Another Color,Full,8.0,Gas,Automatic,2800,Khobar,180000,False
Nissan,Pathfinder,1998,Saudi,Golden,Standard,3.5,Gas,Automatic,3180003,Riyadh,10500,False
Mercedes,GLC,2020,Other,Black,Standard,2.0,Gas,Automatic,15391,Riyadh,265000,False
BMW,X,2020,Other,Black,Standard,3.0,Gas,Automatic,15900,Riyadh,270000,False
BMW,X,2020,Other,White,Standard,3.0,Gas,Automatic,11578,Riyadh,262000,False
Chevrolet,Suburban,2000,Other,Grey,Full,5.3,Gas,Automatic,2964,Tabouk,18000,False
BMW,X,2020,Other,Black,Standard,3.0,Gas,Automatic,55000,Riyadh,266000,False
Nissan,X-Trail,2016,Saudi,Black,Standard,2.5,Gas,Automatic,138000,Riyadh,0,True
BMW,X,2020,Other,White,Standard,3.0,Gas,Automatic,20000,Riyadh,257000,False
Mercedes,A,2020,Other,Black,Standard,2.0,Gas,Automatic,3710,Riyadh,173000,False
Mitsubishi,Pajero,2016,Saudi,Grey,Full,3.8,Gas,Automatic,91000,Jeddah,67000,False
Mercedes,A,2020,Other,White,Standard,2.0,Gas,Automatic,10100,Riyadh,182000,False
FAW,T77,2021,Saudi,Black,Full,1.2,Gas,Automatic,4000,Jeddah,73000,False
Mercedes,A,2021,Other,Black,Standard,2.0,Gas,Automatic,10000,Riyadh,179000,False
Mitsubishi,Pajero,2012,Saudi,Silver,Standard,3.5,Gas,Automatic,78276,Riyadh,41500,False
Mitsubishi,Pajero,2012,Saudi,Brown,Standard,3.5,Gas,Automatic,77556,Riyadh,41500,False
Kia,Sportage,2015,Saudi,Red,Standard,2.4,Gas,Automatic,103885,Riyadh,41500,False
Hyundai,Accent,2020,Saudi,White,Standard,1.4,Gas,Automatic,35547,Riyadh,41500,False
Chevrolet,Optra,2007,Saudi,White,Standard,1.6,Gas,Automatic,2000000,Riyadh,5000,False
Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,65400,Riyadh,58000,False
Toyota,Camry,2013,Other,Black,Standard,2.5,Gas,Automatic,214,Dammam,42000,False
Hyundai,Sonata,2019,Saudi,Silver,Full,2.4,Gas,Automatic,5400,Riyadh,78000,False
Toyota,FJ,2015,Other,White,Full,4.0,Gas,Automatic,320,Najran,0,True
Mercedes,C,2017,Other,Grey,Full,2.0,Gas,Automatic,98000,Jeddah,148000,False
Kia,Cerato,2019,Saudi,White,Standard,1.5,Gas,Automatic,30766,Jeddah,42000,False
Kia,Optima,2015,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,173000,Riyadh,36500,False
Chevrolet,Malibu,2019,Saudi,Black,Standard,1.5,Gas,Automatic,127000,Riyadh,57000,False
Chevrolet,Impala,2017,Gulf Arabic,White,Full,3.6,Gas,Automatic,87000,Dammam,0,True
Renault,Safrane,2012,Saudi,White,Full,2.6,Gas,Automatic,144000,Jeddah,20000,False
Toyota,Camry,2017,Saudi,Black,Standard,2.5,Gas,Automatic,120,Tabouk,55000,False
Nissan,Patrol,2021,Saudi,Black,Full,4.0,Gas,Automatic,4900,Riyadh,258000,False
Toyota,Innova,2018,Saudi,White,Full,2.7,Gas,Automatic,92000,Al-Medina,0,True
INFINITI,QX,2014,Saudi,Brown,Full,3.7,Gas,Automatic,32000,Jeddah,65000,False
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,4.6,Gas,Automatic,300000,Dammam,115000,False
Chevrolet,Tahoe,2018,Saudi,Brown,Semi Full,5.3,Gas,Automatic,26000,Dammam,0,True
Toyota,Camry,2001,Saudi,Green,Standard,1.1,Gas,Manual,700000,Makkah,0,True
Hyundai,Accent,2020,Saudi,Silver,Standard,1.4,Gas,Automatic,22550,Riyadh,41500,False
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,132714,Riyadh,41500,False
Chery,Tiggo,2021,Saudi,Grey,Standard,1.5,Gas,Automatic,4175,Riyadh,42500,False
Chevrolet,Tahoe,2014,Saudi,Silver,Standard,5.3,Gas,Automatic,130000,Al-Ahsa,0,True
Mercedes,S,2016,Saudi,White,Full,3.0,Gas,Automatic,67000,Riyadh,235000,False
Toyota,Aurion,2013,Saudi,White,Full,3.5,Gas,Automatic,32300,Aseer,0,True
Kia,Sportage,2016,Saudi,Grey,Semi Full,2.0,Gas,Automatic,163000,Riyadh,43000,False
Ford,Explorer,2010,Saudi,Black,Standard,6.0,Gas,Automatic,35000,Riyadh,160000,False
Hyundai,Accent,2017,Gulf Arabic,Grey,Semi Full,1.4,Gas,Automatic,87000,Dammam,0,True
Mercedes,C,2017,Saudi,Blue,Full,2.5,Gas,Automatic,118000,Al-Medina,119000,False
Toyota,FJ,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,44300,Riyadh,0,True
Hyundai,Accent,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,117000,Jeddah,23000,False
Kia,Optima,2017,Saudi,White,Standard,2.4,Gas,Automatic,263400,Riyadh,40000,False
Ford,Ranger,2016,Saudi,White,Semi Full,2.5,Gas,Manual,164000,Riyadh,0,True
Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,89000,Dammam,151000,False
BMW,X,2007,Saudi,White,Full,4.8,Gas,Automatic,260000,Riyadh,28000,False
Chevrolet,Tahoe,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,147000,Abha,120000,False
Jeep,Cherokee,2016,Saudi,Black,Standard,2.4,Gas,Automatic,90000,Jeddah,41000,False
Mazda,CX9,2015,Saudi,Brown,Semi Full,3.7,Gas,Automatic,221000,Jeddah,48000,False
Dodge,Durango,2014,Saudi,White,Standard,5.7,Gas,Automatic,170000,Jeddah,44000,False
Toyota,Ciocca,2013,Saudi,White,Standard,5.7,Gas,Automatic,179000,Qassim,0,True
Toyota,Innova,2015,Saudi,Black,Semi Full,2.7,Gas,Automatic,216,Qassim,39000,False
Toyota,Camry,2016,Saudi,Another Color,Full,2.5,Gas,Automatic,222,Makkah,55000,False
HAVAL,H9,2021,Saudi,White,Full,2.0,Gas,Automatic,508,Qassim,0,True
Nissan,Pathfinder,2014,Saudi,White,Standard,3.5,Gas,Automatic,187390,Riyadh,43500,False
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,103966,Riyadh,43500,False
Hyundai,Accent,2020,Saudi,Grey,Standard,1.4,Gas,Automatic,25234,Riyadh,44000,False
Changan,Eado,2020,Saudi,Red,Semi Full,1.6,Gas,Automatic,94182,Riyadh,44000,False
Chevrolet,Suburban,2009,Saudi,Another Color,Full,5.3,Gas,Automatic,25000,Tabouk,0,True
Chevrolet,Impala,2015,Saudi,Another Color,Semi Full,3.6,Gas,Automatic,145462,Riyadh,55000,False
Hyundai,Senta fe,2016,Saudi,Another Color,Full,3.3,Gas,Automatic,183,Riyadh,0,True
Mercedes,GLE,2018,Saudi,Silver,Full,3.0,Gas,Automatic,40600,Riyadh,0,True
Lincoln,MKS,2018,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,14000,Jeddah,115000,False
Jeep,Wrangler,2018,Gulf Arabic,Grey,Semi Full,4.4,Gas,Automatic,43000,Jeddah,135000,False
Jeep,Wrangler,2018,Gulf Arabic,Black,Semi Full,4.0,Gas,Automatic,32000,Jeddah,129000,False
Mercedes,E,2015,Saudi,White,Full,2.7,Gas,Automatic,23000,Jeddah,129000,False
Lexus,LS,2019,Saudi,Brown,Full,4.6,Gas,Automatic,600,Jeddah,329000,False
Cadillac,CT5,2021,Gulf Arabic,Black,Semi Full,4.5,Gas,Automatic,100,Jeddah,179000,False
BMW,X,2011,Other,Black,Full,6.0,Gas,Automatic,160000,Riyadh,45000,False
Ford,Taurus,2011,Saudi,Black,Standard,1.6,Gas,Automatic,268000,Riyadh,28000,False
Ford,Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,263000,Riyadh,48000,False
Nissan,VTC,2019,Gulf Arabic,White,Full,4.8,Gas,Automatic,46200,Al-Jouf,0,True
Kia,Optima,2015,Saudi,Navy,Semi Full,2.4,Gas,Automatic,173544,Riyadh,37000,False
Kia,Rio,2016,Saudi,Silver,Standard,1.4,Gas,Automatic,188000,Dammam,21000,False
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,76000,Riyadh,37500,False
Nissan,Datsun,2016,Saudi,White,Standard,2.4,Gas,Manual,2389,Riyadh,62000,False
Hyundai,Kona,2020,Saudi,White,Semi Full,2.0,Gas,Automatic,21000,Riyadh,67000,False
Mazda,CX5,2020,Saudi,White,Full,2.0,Gas,Automatic,26000,Jeddah,112000,False
Ford,Taurus,2014,Gulf Arabic,White,Standard,3.5,Gas,Automatic,155000,Qassim,57000,False
Mercedes,C,2017,Other,Grey,Full,7.0,Gas,Automatic,40000,Riyadh,0,True
Mercedes,S,2021,Other,Black,Full,3.5,Gas,Automatic,476,Riyadh,696000,False
Toyota,Corolla,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,92412,Riyadh,44500,False
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,142478,Riyadh,44500,False
Kia,Cerato,2019,Saudi,Navy,Standard,1.6,Gas,Automatic,85758,Jeddah,45000,False
Kia,Cerato,2019,Saudi,White,Standard,1.6,Gas,Automatic,30799,Jeddah,45000,False
Porsche,Panamera,2011,Saudi,Silver,Full,3.0,Gas,Automatic,141000,Dammam,85000,False
Kia,Optima,2015,Saudi,White,Semi Full,2.0,Gas,Automatic,82900,Dammam,46000,False
Changan,CS35,2021,Saudi,Blue,Full,1.6,Gas,Automatic,2400,Dammam,51000,False
Geely,Coolray,2020,Saudi,Red,Semi Full,1.5,Gas,Automatic,280,Dammam,62000,False
Ford,Expedition,2012,Saudi,White,Semi Full,2.1,Gas,Automatic,215000,Riyadh,25500,False
Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,127000,Dammam,0,True
Chevrolet,Suburban,2011,Saudi,Golden,Semi Full,4.0,Gas,Automatic,289,Makkah,36000,False
Kia,Optima,2018,Saudi,White,Standard,2.0,Gas,Automatic,148000,Dammam,0,True
Mitsubishi,Pajero,2016,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,70000,Riyadh,0,True
Renault,Fluence,2016,Saudi,White,Standard,1.6,Gas,Automatic,66000,Dammam,0,True
Chevrolet,Impala,2019,Saudi,Bronze,Semi Full,3.5,Gas,Automatic,91000,Qassim,74000,False
Nissan,X-Trail,2018,Saudi,Black,Full,2.5,Gas,Automatic,86500,Qassim,74000,False
MINI,Countryman,2019,Saudi,Black,Semi Full,2.0,Gas,Automatic,22000,Jeddah,125000,False
Toyota,Prado,2012,Saudi,White,Semi Full,4.0,Gas,Automatic,311236,Khobar,0,True
Jeep,Grand Cherokee,2014,Saudi,White,Standard,5.7,Gas,Automatic,233000,Abha,50000,False
Isuzu,D-MAX,2016,Saudi,White,Standard,2.5,Diesel,Manual,275000,Riyadh,55500,False
Mercedes,S,1995,Other,Silver,Full,3.0,Gas,Automatic,200000,Al-Namas,15000,False
INFINITI,QX,2016,Saudi,Black,Full,5.0,Gas,Automatic,275000,Al-Ahsa,0,True
Dodge,Charger,2013,Saudi,Black,Semi Full,3.6,Gas,Automatic,205000,Riyadh,29000,False
Land Rover,Range Rover,2016,Saudi,Black,Full,5.0,Gas,Automatic,70000,Riyadh,288000,False
Chevrolet,Tahoe,2010,Saudi,Black,Full,5.3,Gas,Automatic,250000,Jeddah,55000,False
Nissan,Datsun,2014,Other,White,Standard,2.4,Gas,Manual,119000,Khobar,0,True
Kia,Optima,2015,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,68245,Riyadh,45000,False
Kia,Cerato,2019,Saudi,White,Standard,1.6,Gas,Automatic,43632,Jeddah,45500,False
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,76294,Riyadh,45500,False
Hyundai,Senta fe,2016,Saudi,Navy,Full,3.3,Gas,Automatic,73115,Jeddah,85000,False
Mercedes,G,2021,Gulf Arabic,Black,Full,5.0,Gas,Automatic,5000,Riyadh,1150000,False
Toyota,Innova,2017,Saudi,Black,Full,2.7,Gas,Automatic,247000,Jeddah,55000,False
Toyota,Camry,2014,Saudi,White,Standard,2.5,Gas,Automatic,220,Riyadh,46000,False
Mazda,CX9,2015,Saudi,Blue,Full,2.5,Gas,Automatic,115000,Jeddah,82000,False
Mercedes,A,2020,Saudi,Black,Standard,2.0,Gas,Automatic,10770,Jeddah,165000,False
Chevrolet,Tahoe,2013,Saudi,Brown,Semi Full,5.3,Gas,Automatic,250000,Riyadh,70000,False
Ford,Taurus,2020,Saudi,White,Standard,2.0,Gas,Automatic,32151,Khobar,0,True
Ford,Flex,2015,Saudi,Black,Full,1.0,Gas,Automatic,81000,Riyadh,66000,False
Hyundai,Azera,2018,Saudi,Grey,Full,3.5,Gas,Automatic,50000,Riyadh,85000,False
Nissan,Altima,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,122000,Riyadh,44000,False
Renault,Fluence,2016,Saudi,White,Standard,1.6,Gas,Automatic,105000,Riyadh,23000,False
Mazda,6,2017,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,106000,Jeddah,56000,False
Toyota,Land Cruiser,2014,Saudi,White,Full,4.6,Gas,Automatic,156000,Qassim,143000,False
Nissan,Patrol,2016,Saudi,White,Full,4.8,Gas,Automatic,5448,Riyadh,90000,False
Nissan,Patrol,2016,Saudi,White,Standard,4.8,Gas,Automatic,4700,Riyadh,88000,False
Mitsubishi,Pajero,2018,Saudi,White,Full,3.5,Gas,Automatic,74715,Riyadh,76000,False
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.0,Gas,Manual,202332,Riyadh,57000,False
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,33504,Riyadh,38000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,110761,Riyadh,32000,False
Chrysler,C300,2018,Saudi,White,Full,5.7,Gas,Automatic,65000,Riyadh,0,True
Chrysler,C300,2018,Saudi,Grey,Full,5.7,Gas,Automatic,96000,Riyadh,0,True
Kia,Sportage,2018,Gulf Arabic,Another Color,Semi Full,2.0,Gas,Automatic,46000,Hafar Al-Batin,58600,False
Kia,Sportage,2018,Gulf Arabic,Bronze,Semi Full,2.0,Gas,Automatic,46000,Hafar Al-Batin,58600,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,76095,Riyadh,45500,False
Hyundai,Elantra,2019,Saudi,Navy,Standard,1.6,Gas,Automatic,56536,Riyadh,47000,False
Mitsubishi,Pajero,2014,Saudi,White,Full,3.8,Gas,Automatic,271943,Riyadh,46500,False
GMC,Yukon,2012,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,410000,Hafar Al-Batin,56600,False
Geely,Azkarra,2021,Saudi,White,Full,1.5,Gas,Automatic,783,Qassim,0,True
Nissan,Pathfinder,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,100,Arar,0,True
Peugeot,Partner,2015,Gulf Arabic,White,Semi Full,1.6,Gas,Manual,100000,Dammam,25000,False
Toyota,Furniture,2018,Saudi,Silver,Full,1.0,Gas,Automatic,68000,Riyadh,125000,False
Hyundai,Genesis,2016,Saudi,White,Standard,3.8,Gas,Automatic,237000,Riyadh,77000,False
BMW,X,2020,Other,White,Full,4.0,Gas,Automatic,1000,Qassim,410000,False
Toyota,Camry,2018,Saudi,Brown,Standard,2.5,Gas,Automatic,85000,Riyadh,75000,False
Hyundai,Azera,2018,Saudi,Brown,Full,3.5,Gas,Automatic,44000,Riyadh,96000,False
Mercedes,S,2006,Saudi,Oily,Full,5.0,Gas,Automatic,220,Aseer,49000,False
Toyota,Land Cruiser Pickup,2021,Saudi,White,Full,4.0,Gas,Manual,200,Riyadh,0,True
Nissan,Patrol,2020,Saudi,Silver,Full,4.0,Gas,Automatic,29000,Jeddah,238000,False
Lexus,ES,2021,Saudi,Grey,Semi Full,3.5,Gas,Automatic,500,Jeddah,235000,False
Lexus,LX,2020,Saudi,Black,Full,5.7,Gas,Automatic,35000,Jeddah,395000,False
